,text,id,user,name,likes,retweet_count,date,source,location,sentiment
576,Please sign this petition and join me in speaking out against the inhumane capture of orcas and belugas in Russia. https://t.co/OED9zJ9fnz,1100442483195105280,LeoDiCaprio,Leonardo DiCaprio,28897,12450,2019-02-26 17:08:27,Twitter Web Client,"Los Angeles, CA",-1
577,"RT @NatGeo: One of the 98 whales being held in freezing Russian waters has gone missing. As a result, President Putin has told authorities…",1100442245055037440,LeoDiCaprio,Leonardo DiCaprio,0,1011,2019-02-26 17:07:31,Twitter Web Client,"Los Angeles, CA",-1
578,RT @BBCNews: Environment in multiple crises - report https://t.co/94uAD3t7PQ,1099713097403645952,LeoDiCaprio,Leonardo DiCaprio,0,358,2019-02-24 16:50:08,Twitter Web Client,"Los Angeles, CA",0
579,"RT @PacificStand: In Kenya and Tanzania, butterfly farming is helping indigenous East Africans save their forests from the illegal logging…",1099711939960295424,LeoDiCaprio,Leonardo DiCaprio,0,212,2019-02-24 16:45:32,Twitter Web Client,"Los Angeles, CA",-1
580,"RT @GretaThunberg: “It’s sometimes annoying when people say, ‘Oh you children, you young people are the hope. You will save the world’” she…",1099377637263331329,LeoDiCaprio,Leonardo DiCaprio,0,4534,2019-02-23 18:37:08,Twitter Web Client,"Los Angeles, CA",-1
581,RT @CNBC: This 25-year-old completed the first clean energy-powered Antarctic journey to combat climate change via @CNBCMakeIt https://t.co…,1099377311273623552,LeoDiCaprio,Leonardo DiCaprio,0,204,2019-02-23 18:35:51,Twitter Web Client,"Los Angeles, CA",1
582,"RT @nytclimate: “When we designed the first power plants in Switzerland in the middle of the last century, we didn’t talk about climate cha…",1098987052429918209,LeoDiCaprio,Leonardo DiCaprio,0,196,2019-02-22 16:45:06,Twitter Web Client,"Los Angeles, CA",1
583,RT @dicapriofdn: https://t.co/Mtg3F3EvYe,1098986957106044929,LeoDiCaprio,Leonardo DiCaprio,0,375,2019-02-22 16:44:43,Twitter Web Client,"Los Angeles, CA",0
584,"RT @NRDC: Inspiring news! The man who created the world's first climate model is now receiving the ""Nobel Prize For The Environment."" #BHM…",1098986897915998211,LeoDiCaprio,Leonardo DiCaprio,0,233,2019-02-22 16:44:29,Twitter Web Client,"Los Angeles, CA",1
585,"Proud of @dicapriofdn grantee @youthvgov as they continue to break new ground. The Juliana v. US youth plaintiffs need Americans under the age of 25 to sign a legal brief that that will be filed with the court. To learn more and sign, visit https://t.co/ZRtbi65cV9. #JoinJuliana https://t.co/9CIwUHhSuB",1098644835702067200,LeoDiCaprio,Leonardo DiCaprio,2334,524,2019-02-21 18:05:15,Twitter for iPhone,"Los Angeles, CA",1
586,"RT @terrytamminen: In our children's lifetime, major cities will become uninhabitable without climate action now! Scientists say these 10 m…",1098632444612407296,LeoDiCaprio,Leonardo DiCaprio,0,217,2019-02-21 17:16:01,Twitter for iPhone,"Los Angeles, CA",1
587,"RT @dicapriofdn: @RE_volv, an organization that LDF supports to bring clean energy to low income communities is being recognized for drivin…",1098344280597381120,LeoDiCaprio,Leonardo DiCaprio,0,132,2019-02-20 22:10:57,Twitter Web Client,"Los Angeles, CA",1
588,"An important report on the global health crisis caused by #ToxicPlastic, supported by @dicapriofdn. https://t.co/1OWKQ0ml6A",1098344077752451074,LeoDiCaprio,Leonardo DiCaprio,3607,1060,2019-02-20 22:10:09,Twitter Web Client,"Los Angeles, CA",1
589,RT @ConversationUS: Why stop at local bans? The case for a global treaty banning single-use #plastics (and make #recycling  mandatory) http…,1097283359670239233,LeoDiCaprio,Leonardo DiCaprio,0,229,2019-02-17 23:55:14,Twitter for iPhone,"Los Angeles, CA",-1
590,RT @350: Rising temperatures due to climate change are thought to be a significant factor in the massive insect loss in the tropics https:/…,1096919964588666880,LeoDiCaprio,Leonardo DiCaprio,0,343,2019-02-16 23:51:14,Twitter for iPhone,"Los Angeles, CA",1
591,"Please join @XQAmerica and @PopUpMag for this one-of-a-kind, immersive storytelling tour that is inspiring people to reimagine schools in their community. https://t.co/LtQiJqjmGd",1096431857355444224,LeoDiCaprio,Leonardo DiCaprio,1344,239,2019-02-15 15:31:40,Twitter Web Client,"Los Angeles, CA",1
592,The @CAstrongfund team is helping the communities most impacted by the recent California wildfires. @dicapriofdn and I are proud to support these efforts. Learn more at https://t.co/MtCd1IwcYB. #CaliforniaStrong https://t.co/JN0GJQz2jk,1096196021691056128,LeoDiCaprio,Leonardo DiCaprio,2460,396,2019-02-14 23:54:32,Twitter for iPhone,"Los Angeles, CA",1
593,"RT @guardian: The killing of large species is pushing them towards extinction, study finds https://t.co/Nda9mktWfR",1095771223693369344,LeoDiCaprio,Leonardo DiCaprio,0,450,2019-02-13 19:46:32,Twitter Web Client,"Los Angeles, CA",1
594,RT @NBCNewsMACH: A hole opens up under Antarctic glacier — big enough to fit two-thirds of Manhattan https://t.co/e4QfVR56gi https://t.co/W…,1095445918827061248,LeoDiCaprio,Leonardo DiCaprio,0,253,2019-02-12 22:13:54,Twitter Web Client,"Los Angeles, CA",1
595,"RT @sunrisemvmt: Waking up to great news: @AOC + @SenMarkey's #GreenNewDeal resolution has 3 more co-sponsors!

@RepMaxineWaters 
@ChrisMur…",1095445848509636609,LeoDiCaprio,Leonardo DiCaprio,0,298,2019-02-12 22:13:37,Twitter Web Client,"Los Angeles, CA",1
596,RT @mongabay: Borneo study explores links between farm expansion and deforestation: https://t.co/BACEsbWYza https://t.co/EOiiUL6NbA,1094751179039539200,LeoDiCaprio,Leonardo DiCaprio,0,192,2019-02-11 00:13:15,Twitter Web Client,"Los Angeles, CA",0
597,"RT @nytimes: German environmentalists have agreed to a plan to exit coal by 2038, on the basis that ""bad climate protection is better than…",1094750753246363648,LeoDiCaprio,Leonardo DiCaprio,0,346,2019-02-11 00:11:33,Twitter Web Client,"Los Angeles, CA",-1
598,RT @outsidemagazine: James Balog's newest documentary hopes to close the political and cultural gap on climate change through the stories o…,1094382753494253569,LeoDiCaprio,Leonardo DiCaprio,0,170,2019-02-09 23:49:15,Twitter Web Client,"Los Angeles, CA",1
599,"RT @dicapriofdn: Across the US, #climatechange is already disrupting lives. The continental US is 1.8 degrees Fahrenheit warmer than it was…",1094382653011304448,LeoDiCaprio,Leonardo DiCaprio,0,249,2019-02-09 23:48:51,Twitter Web Client,"Los Angeles, CA",0
600,Sign the petition and stand in solidarity with @unistotencamp as they fight to protect their lands from a proposed pipeline. https://t.co/D7RLJoVoK7 https://t.co/efAtm3ihfQ,1093998640392220673,LeoDiCaprio,Leonardo DiCaprio,3253,972,2019-02-08 22:22:56,Twitter Web Client,"Los Angeles, CA",0
601,"RT @terrytamminen: Mangroves are the secret weapon to fight climate change, protect fish nurseries, and buffer coastlines against extreme s…",1093998123175866368,LeoDiCaprio,Leonardo DiCaprio,0,154,2019-02-08 22:20:52,Twitter Web Client,"Los Angeles, CA",-1
602,"RT @AmazonWatch: Brazil’s president wants to open the Amazon for business by slashing indigenous rights &amp; forest protections.

Did you know…",1093594348736913409,LeoDiCaprio,Leonardo DiCaprio,0,604,2019-02-07 19:36:25,Twitter Web Client,"Los Angeles, CA",1
603,Add your name to this petition to voice your concern for the eight Iranian conservationists being detained by the government. https://t.co/ZIzRWwRHP6,1093221923717332998,LeoDiCaprio,Leonardo DiCaprio,12450,3685,2019-02-06 18:56:32,Twitter Web Client,"Los Angeles, CA",0
604,Environmentalists and conservationists around the world continue to be unjustly persecuted. We must stand by those risking their lives to protect the future of our planet and its inhabitants. https://t.co/NuTrttdSjf,1093221922752655360,LeoDiCaprio,Leonardo DiCaprio,12763,2814,2019-02-06 18:56:32,Twitter Web Client,"Los Angeles, CA",0
605,The vessels working to protect the last remaining vaquitas are under constant threat of attack by poachers. We must continue to support organizations like @seashepherd that are fighting to keep this incredible species alive. https://t.co/tq1o8OyArI,1092861227439702016,LeoDiCaprio,Leonardo DiCaprio,5305,1366,2019-02-05 19:03:15,Twitter Web Client,"Los Angeles, CA",1
606,"RT @NRDems: No more climate denialism. No more evasions. @HouseDemocrats are in charge. Led by @RepRaulGrijalva, the Natural Resources Comm…",1092843880851091457,LeoDiCaprio,Leonardo DiCaprio,0,1062,2019-02-05 17:54:19,Twitter Web Client,"Los Angeles, CA",-1
607,"Congratulations to the @seaofshadowsSOS team on their @sundancefest win, and thank you to everyone for bringing the plight of the vaquita to the forefront. https://t.co/C2JcxR9By4",1092565315320467459,LeoDiCaprio,Leonardo DiCaprio,2275,368,2019-02-04 23:27:24,Twitter Web Client,"Los Angeles, CA",1
608,"RT @RenewOregon: Protect our climate? ✔ 
Hold big polluters accountable? ✔ 
Create family-wage jobs for Oregonians across the state? ✔
#Cle…",1092231607233200130,LeoDiCaprio,Leonardo DiCaprio,0,160,2019-02-04 01:21:22,Twitter Web Client,"Los Angeles, CA",0
609,"Bears Ears National Monument is a living landscape featuring over 100,000 cultural and archaeological sites. Thank you @RepRubenGallego &amp; @RepDebHaaland for honoring Native American Tribes and championing the BEARS Act. #StandWithBearsEars https://t.co/pyKPFsEDVp",1092081896207601665,LeoDiCaprio,Leonardo DiCaprio,4035,829,2019-02-03 15:26:28,Twitter Web Client,"Los Angeles, CA",1
610,"RT @TEDTalks: ""Instead of looking for hope, look for action. Then, and only then, hope will come. We can't save the world by playing by the…",1091032122217975809,LeoDiCaprio,Leonardo DiCaprio,0,2670,2019-01-31 17:55:02,Twitter Web Client,"Los Angeles, CA",1
611,"RT @UNEnvironment: Despite the broad existence of environmental laws, we see widespread weak enforcement and escalating harassment, illegal…",1091031706247876612,LeoDiCaprio,Leonardo DiCaprio,0,399,2019-01-31 17:53:23,Twitter Web Client,"Los Angeles, CA",-1
612,"RT @TIME: 70,000 march to demand Belgium, EU increase efforts to fight climate change
https://t.co/jW0WerIlkv",1090700975634112512,LeoDiCaprio,Leonardo DiCaprio,0,363,2019-01-30 19:59:11,Twitter Web Client,"Los Angeles, CA",0
613,RT @JacquelynGill: Funny story about that. There’s growing evidence that a warming Arctic drives the polar vortex. The jet stream is powere…,1090346194847571968,LeoDiCaprio,Leonardo DiCaprio,0,3071,2019-01-29 20:29:25,Twitter Web Client,"Los Angeles, CA",1
614,RT @KHayhoe: “It’s cold outside...I’d like a little global warming now!” Your annual reminder that one snowstorm over the US east coast doe…,1090346180721238019,LeoDiCaprio,Leonardo DiCaprio,0,1090,2019-01-29 20:29:21,Twitter Web Client,"Los Angeles, CA",-1
615,"RT @nytclimate: It's cold in many parts of the country, and about to get a lot colder. What's that got to do with climate change? Take a lo…",1090346133480714241,LeoDiCaprio,Leonardo DiCaprio,0,330,2019-01-29 20:29:10,Twitter Web Client,"Los Angeles, CA",-1
616,RT @dicapriofdn: Thanks to @FastCompany for sharing this important scientific effort to help achieve the #ParisAgreement https://t.co/bt6Ld…,1090305862575554560,LeoDiCaprio,Leonardo DiCaprio,0,515,2019-01-29 17:49:09,Twitter Web Client,"Los Angeles, CA",1
617,"Proud to have @seaofshadowsSOS, an Appian Way production, showing at @sundancefest. Congratulations to the whole team for the incredible work they’re doing to save the vaquita. https://t.co/bASxI5U8EF",1090016374263562241,LeoDiCaprio,Leonardo DiCaprio,2882,503,2019-01-28 22:38:49,Twitter Web Client,"Los Angeles, CA",1
618,#OnceUponATimeInHollywood @VanityFair https://t.co/LhDW5bcFCB,1088907734962049025,LeoDiCaprio,Leonardo DiCaprio,34124,6281,2019-01-25 21:13:29,Twitter Web Client,"Los Angeles, CA",0
619,RT @cleantechnica: Global Clean Energy Investment Surpasses $300 Billion For Fifth Year https://t.co/2jUZ92XAej https://t.co/dNM5E5RxoV,1088881282329833473,LeoDiCaprio,Leonardo DiCaprio,0,177,2019-01-25 19:28:22,Twitter Web Client,"Los Angeles, CA",1
620,RT @YaleE360: A new study suggests that all fossil fuel infrastructure needs to be replaced by zero-carbon alternatives by the end of their…,1088881219826315264,LeoDiCaprio,Leonardo DiCaprio,0,246,2019-01-25 19:28:07,Twitter Web Client,"Los Angeles, CA",1
621,"RT @ScienceAlert: We need to pay attention. #ClimateBreakdown #ClimateChange
https://t.co/wWwugJ6Wi9",1088551062821392385,LeoDiCaprio,Leonardo DiCaprio,0,454,2019-01-24 21:36:12,Twitter Web Client,"Los Angeles, CA",0
622,"RT @guardianeco: Americans’ climate change concerns surge to record levels, poll shows https://t.co/rY0PJZNtDI",1088133493316636677,LeoDiCaprio,Leonardo DiCaprio,0,357,2019-01-23 17:56:56,Twitter Web Client,"Los Angeles, CA",0
623,A huge moment for the @dicapriofdn. Very proud of everyone that helped bring the @oneearth climate model to life. https://t.co/JrqrHQoYPk,1087835437748637703,LeoDiCaprio,Leonardo DiCaprio,5668,978,2019-01-22 22:12:34,Twitter Web Client,"Los Angeles, CA",1
624,"RT @bioGraphic: After two decades of negotiations, British Columbia’s government has completed a conservation plan to protect the Great Bea…",1086742706087489537,LeoDiCaprio,Leonardo DiCaprio,0,235,2019-01-19 21:50:26,Twitter Web Client,"Los Angeles, CA",1
625,"RT @terrytamminen: Take action: walls destroy lives of many of earth's inhabitants, so let's stop this one while we can. No Border Wall htt…",1086742598960775174,LeoDiCaprio,Leonardo DiCaprio,0,271,2019-01-19 21:50:00,Twitter Web Client,"Los Angeles, CA",1
626,RT @dicapriofdn: Can #California teach an understanding of the natural world to every K-12 schoolkid in the state? Proud of the work of LDF…,1086742474654138368,LeoDiCaprio,Leonardo DiCaprio,0,191,2019-01-19 21:49:31,Twitter Web Client,"Los Angeles, CA",1
627,"What will the Arctic look like in 10 more years? #ClimateAction becomes more urgent every day. It is my hope that both we, as individuals, and the organizations that represent us treat climate change as the urgent threat that it is. https://t.co/jqwCHF1RUP",1086280840030478336,LeoDiCaprio,Leonardo DiCaprio,16641,6176,2019-01-18 15:15:09,Twitter Web Client,"Los Angeles, CA",1
628,"RT @dicapriofdn: The Rondonia region of Brazil originally had over 200,000 km2 of rainforest but has become one of the most deforested plac…",1086280632437755904,LeoDiCaprio,Leonardo DiCaprio,0,741,2019-01-18 15:14:19,Twitter Web Client,"Los Angeles, CA",1
629,Proud of @dicapriofdn for supporting this initiative in Nevada City that aims to reduce the city's risk of catastrophic fire by establishing goat/sheep prescriptive grazing areas on city-owned land. https://t.co/498VMP9p8H,1086003272719257601,LeoDiCaprio,Leonardo DiCaprio,6894,1040,2019-01-17 20:52:11,Twitter Web Client,"Los Angeles, CA",1
630,RT @PacificStand: Trump tweeted that he would withhold money from @fema as punishment for their poor forest management. Here are the things…,1085602953594105856,LeoDiCaprio,Leonardo DiCaprio,0,200,2019-01-16 18:21:28,Twitter Web Client,"Los Angeles, CA",-1
631,RT @WondersofSea3D: Wonders of the Sea will take you on an incredible journey underwater! Experience the beauty of the ocean in 3D with an…,1085343993838346240,LeoDiCaprio,Leonardo DiCaprio,0,204,2019-01-16 01:12:27,Twitter Web Client,"Los Angeles, CA",1
632,RT @voxdotcom: The best place in America to ramp up renewable energy could be Texas https://t.co/7fO6OJ83Ic,1084479257311698945,LeoDiCaprio,Leonardo DiCaprio,0,175,2019-01-13 15:56:18,Twitter Web Client,"Los Angeles, CA",1
633,RT @CNN: These treasured UNESCO World Heritage Sites are at risk from climate change https://t.co/IeKiAiQFgX https://t.co/et6kpABGlz,1084479117460979712,LeoDiCaprio,Leonardo DiCaprio,0,602,2019-01-13 15:55:44,Twitter Web Client,"Los Angeles, CA",0
634,"RT @DigitalTrends: Eric Dinerstein, Director of Biodiversity and Wildlife (@dicapriofdn), RESOLVE, speaks at #CES2019 Digital Trends Live.…",1083818501918412801,LeoDiCaprio,Leonardo DiCaprio,0,147,2019-01-11 20:10:41,Twitter Web Client,"Los Angeles, CA",1
635,"RT @dicapriofdn: Sound can save forests: bioacoustics effectively monitor #biodiversity, the @mongabay team &amp; @nature_org researcher @Eddie…",1083818163161219073,LeoDiCaprio,Leonardo DiCaprio,0,223,2019-01-11 20:09:21,Twitter Web Client,"Los Angeles, CA",1
636,"RT @FastCoDesign: In Massachusetts, one town fought to stop pollution – and ensured a just transition for workers at the coal plant https:/…",1083460502502731781,LeoDiCaprio,Leonardo DiCaprio,0,213,2019-01-10 20:28:08,Twitter Web Client,"Los Angeles, CA",0
637,RT @PacificStand: Africa’s Congo Basin contains the second-largest rainforest on the planet. But a new study reveals that the Congo Basin l…,1083065490208182278,LeoDiCaprio,Leonardo DiCaprio,0,336,2019-01-09 18:18:29,Twitter Web Client,"Los Angeles, CA",1
638,RT @insideclimate: Veterans of Washington's past climate battles say the appeal of the Green New Deal and the determination of its young ad…,1082756305176223745,LeoDiCaprio,Leonardo DiCaprio,0,186,2019-01-08 21:49:54,Twitter Web Client,"Los Angeles, CA",-1
639,RT @dicapriofdn: We’re proud of our partners at RESOLVE who are unveiling a technological breakthrough for environmental conservation at #C…,1082459561766932480,LeoDiCaprio,Leonardo DiCaprio,0,333,2019-01-08 02:10:45,Twitter for iPhone,"Los Angeles, CA",1
640,"RT @PacificStand: Nepal, a country lauded for its success in cracking down rhino poaching, is still struggling with a sharp increase in rhi…",1082425623665086469,LeoDiCaprio,Leonardo DiCaprio,0,186,2019-01-07 23:55:53,Twitter Web Client,"Los Angeles, CA",1
641,"RT @natgeowild: From zebra foot bookends to ivory necklaces, these are some of the products seized by officials. https://t.co/4dxtgvK2Bg",1082040077142900736,LeoDiCaprio,Leonardo DiCaprio,0,221,2019-01-06 22:23:52,Twitter for iPhone,"Los Angeles, CA",0
642,"RT @nytopinion: Unpredictable weather is not new, of course, but recent events are making climate change harder than ever to ignore, let al…",1081692526476574720,LeoDiCaprio,Leonardo DiCaprio,0,208,2019-01-05 23:22:49,Twitter for iPhone,"Los Angeles, CA",-1
643,"RT @PacificStand: For decades, scientists worried about the rapid decline of shallow coral reefs have put their hopes into the ""mesophotic""…",1081266603159777280,LeoDiCaprio,Leonardo DiCaprio,0,209,2019-01-04 19:10:21,Twitter for iPhone,"Los Angeles, CA",-1
644,RT @JenniferLudden: 2018 Was A Milestone Year For Climate Science (If Not Politics) @NPR https://t.co/WxI3NEuj49,1080896084472324096,LeoDiCaprio,Leonardo DiCaprio,0,162,2019-01-03 18:38:03,Twitter for iPhone,"Los Angeles, CA",0
645,"RT @NBCNews: The increasing visibility of climate change, combined with bleak scientific reports and rising carbon dioxide emissions, is ta…",1079508068784779264,LeoDiCaprio,Leonardo DiCaprio,0,823,2018-12-30 22:42:34,Twitter for iPhone,"Los Angeles, CA",-1
646,RT @guardianeco: More than 50 Australian plant species face extinction within decade https://t.co/LPdUVZsnqQ,1078717588622868480,LeoDiCaprio,Leonardo DiCaprio,0,379,2018-12-28 18:21:29,Twitter for iPhone,"Los Angeles, CA",1
647,RT @pewenvironment: Ocean life knows no borders. Neither should conservation. #OneOceanOnePlanet https://t.co/UA2MslN0Wz,1078349497711771648,LeoDiCaprio,Leonardo DiCaprio,0,1173,2018-12-27 17:58:49,Twitter Web Client,"Los Angeles, CA",0
648,RT @nytimes: Japan said that it would withdraw from an international agreement and resume commercial whaling https://t.co/lkla7vQAwM,1078349426677018624,LeoDiCaprio,Leonardo DiCaprio,0,893,2018-12-27 17:58:32,Twitter Web Client,"Los Angeles, CA",0
649,RT @YaleE360: A group of more than 400 investors managing $32 trillion in assets warned governments to take more aggressive steps to addres…,1077993322524880897,LeoDiCaprio,Leonardo DiCaprio,0,315,2018-12-26 18:23:30,Twitter for iPhone,"Los Angeles, CA",1
650,"RT @CNN: Human-caused climate change is transforming the Arctic, both physically and biologically, a new report states. And that can influe…",1077993263318163456,LeoDiCaprio,Leonardo DiCaprio,0,812,2018-12-26 18:23:16,Twitter for iPhone,"Los Angeles, CA",1
651,RT @Lakota_Timez: A Traveling Museum Builds Support for Native Resistance to Resource Extraction https://t.co/wRXsuSOw9q,1077992133678821383,LeoDiCaprio,Leonardo DiCaprio,0,134,2018-12-26 18:18:47,Twitter for iPhone,"Los Angeles, CA",0
652,RT @dicapriofdn: NGOs launch legal action against #France over climate inaction https://t.co/wgu5dPFw0l,1076878030235156480,LeoDiCaprio,Leonardo DiCaprio,0,240,2018-12-23 16:31:44,Twitter for iPhone,"Los Angeles, CA",1
653,"RT @TeenVogue: It turns out, you can't just wish away the problem. #PlasticPlanet https://t.co/Mx01az1ba4",1076877990577999873,LeoDiCaprio,Leonardo DiCaprio,0,212,2018-12-23 16:31:35,Twitter for iPhone,"Los Angeles, CA",0
654,Watch this powerful video from @AJEnglish about the Waorani’s resistance and then sign the petition to keep their lands oil-free: https://t.co/EMnWv8Bqng. https://t.co/0eZHH7dXFM,1076520291373907968,LeoDiCaprio,Leonardo DiCaprio,3225,840,2018-12-22 16:50:12,Twitter Web Client,"Los Angeles, CA",1
655,"RT @insideclimate: Human-caused climate change is making extreme heat and rainfall more likely, new research shows. It's something scientis…",1076264007496015872,LeoDiCaprio,Leonardo DiCaprio,0,289,2018-12-21 23:51:50,Twitter for iPhone,"Los Angeles, CA",1
656,RT @PacificStand: A new federal bill is designed to improve the government’s response to the epidemic of missing and murdered Native Americ…,1076263871919374337,LeoDiCaprio,Leonardo DiCaprio,0,157,2018-12-21 23:51:17,Twitter for iPhone,"Los Angeles, CA",-1
657,RT @dicapriofdn: https://t.co/MdlHNkwhHK,1075785360213446657,LeoDiCaprio,Leonardo DiCaprio,0,488,2018-12-20 16:09:51,Twitter Web Client,"Los Angeles, CA",0
658,RT @350: Central America is becoming less hospitable due to climate change making it an overlooked driver of the migrant 'caravan'. https:/…,1075785312272564224,LeoDiCaprio,Leonardo DiCaprio,0,175,2018-12-20 16:09:40,Twitter Web Client,"Los Angeles, CA",1
659,RT @ParisPittsburgh: There’s still one more day to stream #ParistoPittsburgh for free on @YouTube! Tune in to discover how local leaders th…,1075568452860022784,LeoDiCaprio,Leonardo DiCaprio,0,67,2018-12-20 01:47:56,Twitter for iPhone,"Los Angeles, CA",1
660,"RT @NRDC: ""We cannot afford to allow the Trump administration to waste any more time. We need bold, revolutionary action on climate. And we…",1075422384289648641,LeoDiCaprio,Leonardo DiCaprio,0,210,2018-12-19 16:07:31,Twitter Web Client,"Los Angeles, CA",1
661,RT @ParisPittsburgh: Great news from #COP24: nearly 200 countries - including the United States - have agreed to adopt a rulebook to keep t…,1075422355684503553,LeoDiCaprio,Leonardo DiCaprio,0,130,2018-12-19 16:07:24,Twitter Web Client,"Los Angeles, CA",1
662,"RT @WyssCampaign: Argentina is becoming a global leader in land and marine conservation, with six new parks protected in 2018, including tw…",1075422177317523457,LeoDiCaprio,Leonardo DiCaprio,0,353,2018-12-19 16:06:42,Twitter Web Client,"Los Angeles, CA",1
663,"RT @UNEnvironment: 6.3 gigatons of #REDD+ emission reductions have already been reported over the past six years from forests in Brazil, Ec…",1074383694083878912,LeoDiCaprio,Leonardo DiCaprio,0,279,2018-12-16 19:20:08,Twitter Web Client,"Los Angeles, CA",-1
664,"Defending the Amazon has never been more urgent for our planet. Proud to support one of my favorite organizations, @AFrontlines. @dicapriofdn will be matching recurring donations made through all of 2019. Join me and protect a rainforest we all depend on: https://t.co/vYSRqUtIaa. https://t.co/k9VwIYXly6",1074005071879385088,LeoDiCaprio,Leonardo DiCaprio,8114,2089,2018-12-15 18:15:37,Twitter Web Client,"Los Angeles, CA",1
665,"RT @BiIndia: An island in India is disappearing, but some of the last residents say they can't afford to move away

https://t.co/9uwwZpD10J…",1073616628787671042,LeoDiCaprio,Leonardo DiCaprio,0,339,2018-12-14 16:32:05,Twitter Web Client,"Los Angeles, CA",0
666,RT @PacificStand: Researchers found startling amounts of plastic in the bodies of nearly 100 sea turtle hatchlings that washed ashore on th…,1073616428119547905,LeoDiCaprio,Leonardo DiCaprio,0,321,2018-12-14 16:31:17,Twitter Web Client,"Los Angeles, CA",-1
667,"A new report by @UCSUSA shows that the Department of the Interior has ignored and suppressed science putting health, ecosystems, and heritage at risk.  https://t.co/UXi1wtYWXt",1073309466924322816,LeoDiCaprio,Leonardo DiCaprio,4178,1246,2018-12-13 20:11:32,Twitter for iPhone,"Los Angeles, CA",1
668,"RT @MotherJones: A new study suggests the cause of the ""Great Dying""—the worst extinction event in Earth’s history—was probably caused by g…",1072877227879092224,LeoDiCaprio,Leonardo DiCaprio,0,377,2018-12-12 15:33:58,Twitter Web Client,"Los Angeles, CA",-1
669,"RT @KateWheeling: The climate crisis is upon us, and individuals should do everything they can do cut down on their own footprint, so here'…",1072877137235972096,LeoDiCaprio,Leonardo DiCaprio,0,257,2018-12-12 15:33:37,Twitter Web Client,"Los Angeles, CA",1
670,RT @PacificStand: A new U.N. report finds global carbon dioxide emissions rose to a new high in 2017 after years of stasis. Countries will…,1072158670685945858,LeoDiCaprio,Leonardo DiCaprio,0,174,2018-12-10 15:58:41,Twitter Web Client,"Los Angeles, CA",1
671,RT @STcom: Climate crusading schoolgirl Greta Thunberg pleads next generation's case. https://t.co/RdJrTLvu7J https://t.co/SYOtJI4Hya,1071876421331664897,LeoDiCaprio,Leonardo DiCaprio,0,219,2018-12-09 21:17:08,Twitter for iPhone,"Los Angeles, CA",0
672,"RT @WFP: Climate change is a humanitarian issue. WFP is at #COP24 advocating for the poorest people, living in some of the most fragile env…",1071876384862167041,LeoDiCaprio,Leonardo DiCaprio,0,495,2018-12-09 21:16:59,Twitter for iPhone,"Los Angeles, CA",1
673,"RT @guardian: ""If we don't take action the collapse of our civilisations and the extinction of much of the natural world is on the horizon…",1071797225939001345,LeoDiCaprio,Leonardo DiCaprio,0,1739,2018-12-09 16:02:26,Twitter for iPhone,"Los Angeles, CA",1
674,RT @UN_SPExperts: #ClimateChange is one of today’s greatest threats to human rights. UN experts urge States to rapidly deploy effective #Cl…,1071797190761295873,LeoDiCaprio,Leonardo DiCaprio,0,190,2018-12-09 16:02:17,Twitter for iPhone,"Los Angeles, CA",1
675,"RT @FastCoIdeas: The world has a tiny window of time to change course to avoid the worst-case scenario of climate change.

We already have…",1071417329165234176,LeoDiCaprio,Leonardo DiCaprio,0,221,2018-12-08 14:52:51,Twitter for iPhone,"Los Angeles, CA",-1
676,"New report shows that while major European insurers are ditching coal, some U.S. insurers are fueling climate change by propping up dirty fossil fuels. That has to stop. #InsureOurFuture https://t.co/1nigTTjoLL",1071416647838253056,LeoDiCaprio,Leonardo DiCaprio,6427,1749,2018-12-08 14:50:09,Twitter for iPhone,"Los Angeles, CA",-1
677,RT @LWCFCOALITION: Every dollar diverted away from LWCF = places we love being lost forever. Alert your representatives today to fully fund…,1071093186389524481,LeoDiCaprio,Leonardo DiCaprio,0,154,2018-12-07 17:24:50,Twitter Web Client,"Los Angeles, CA",1
678,RT @BBCWorld: Climate change: Australian students skip school in mass protest https://t.co/oAjwIXVl26,1070736908790190083,LeoDiCaprio,Leonardo DiCaprio,0,522,2018-12-06 17:49:07,Twitter for iPhone,"Los Angeles, CA",0
679,"RT @ConservationNW: ""It’s time for this Congress to move past the partisan divide and move America forward by accomplishing a common-sense,…",1070736464881876997,LeoDiCaprio,Leonardo DiCaprio,0,120,2018-12-06 17:47:21,Twitter for iPhone,"Los Angeles, CA",-1
680,"Delivering on the Paris Agreement requires action on #NaturalClimateSolutions alongside efforts on energy, industry, buildings, and transport. Nature is a critical part of the solution to avoiding the dangers of climate change. #COP24 @nature4climate https://t.co/eFg940hUnc",1070333779422707713,LeoDiCaprio,Leonardo DiCaprio,6148,1535,2018-12-05 15:07:13,Twitter Web Client,"Los Angeles, CA",1
681,"RT @UNFCCC: People from all over the 🌎 have taken part in creating this address, answering polls, creating videos &amp; voicing their opinions…",1070332216629190656,LeoDiCaprio,Leonardo DiCaprio,0,788,2018-12-05 15:01:00,Twitter Web Client,"Los Angeles, CA",0
682,"RT @dicapriofdn: Today is #WIldlifeConservationDay! Through our Wildlife &amp; Landscapes program, LDF works to scale projects protecting criti…",1070139549404291072,LeoDiCaprio,Leonardo DiCaprio,0,442,2018-12-05 02:15:25,Twitter for iPhone,"Los Angeles, CA",0
