,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
1453,@WhatsupFranks @flcnhvy @RationalEtienne @chrish7985 @rlyrlysryDave Yes,1279149465371369472,elonmusk,Elon Musk,687,18,2020-07-03 20:26:12,Twitter for iPhone,,0,neutral
1454,"@flcnhvy @RationalEtienne @chrish7985 @rlyrlysryDave The news is sometimes created, but always curated. The latter… https://t.co/fEQtSg8UiB",1279148745016344577,elonmusk,Elon Musk,3382,656,2020-07-03 20:23:20,Twitter for iPhone,,0,neutral
1455,@flcnhvy @RationalEtienne @chrish7985 @rlyrlysryDave Klippenstein has gone full twitter troll. Big mistake. Never go full troll!,1279147057488543746,elonmusk,Elon Musk,1913,107,2020-07-03 20:16:38,Twitter for iPhone,,1,positive
1456,"@RationalEtienne @chrish7985 @rlyrlysryDave Oh yeah, Klip Einstein, pseudojournalist &amp; douche-about-town",1279144671286038528,elonmusk,Elon Musk,2325,116,2020-07-03 20:07:09,Twitter for iPhone,,0,neutral
1457,@EvaFoxU @chrish7985 @rlyrlysryDave 😂😂,1279143112041025542,elonmusk,Elon Musk,669,16,2020-07-03 20:00:57,Twitter for iPhone,,0,neutral
1458,@chrish7985 @rlyrlysryDave Someone is paying for hundreds of bots &amp; trolls to push this lame Vanity Fair photobomb pic. I wonder who …,1279140982001471488,elonmusk,Elon Musk,2124,115,2020-07-03 19:52:30,Twitter for iPhone,,1,positive
1459,@Martx1995 @pesachlattin 🤣🤣 true,1279139052017631232,elonmusk,Elon Musk,420,11,2020-07-03 19:44:49,Twitter for iPhone,,1,positive
1460,@pesachlattin This is false. I have never introduced either of them to anyone.,1279138128696168451,elonmusk,Elon Musk,488,16,2020-07-03 19:41:09,Twitter for iPhone,,-1,negative
1461,@PPathole @HandleOfRy Yeah,1278988836761026560,elonmusk,Elon Musk,1147,17,2020-07-03 09:47:55,Twitter for iPhone,,0,neutral
1462,@usa_comes_back @geekwire Sounds sketch,1278959398984003584,elonmusk,Elon Musk,450,13,2020-07-03 07:50:57,Twitter for iPhone,,0,neutral
1463,@AirshipGuy @HandleOfRy Pretty much,1278958264043126790,elonmusk,Elon Musk,1684,32,2020-07-03 07:46:26,Twitter for iPhone,,1,positive
1464,@ArtifactsHub Haute couture,1278957176032296960,elonmusk,Elon Musk,12280,342,2020-07-03 07:42:07,Twitter for iPhone,,0,neutral
1465,@ChrisMacFarland @Tesla Thanks!,1278941816306438145,elonmusk,Elon Musk,6082,59,2020-07-03 06:41:05,Twitter for iPhone,,1,positive
1466,@HandleOfRy Don’t know Ghislaine at all. She photobombed me once at a Vanity Fair party several years ago. Real que… https://t.co/6MMogJaGkv,1278940731516780544,elonmusk,Elon Musk,6092,455,2020-07-03 06:36:46,Twitter for iPhone,,1,positive
1467,"@flcnhvy Thanks Viv, you rock 💕",1278882804248588288,elonmusk,Elon Musk,26033,369,2020-07-03 02:46:35,Twitter for iPhone,,1,positive
1468,"@InSpaceXItrust @RationalEtienne Sure, we will aim to do a cross-country drive with Cybertruck later this year",1278882067825262592,elonmusk,Elon Musk,2544,124,2020-07-03 02:43:40,Twitter for iPhone,,1,positive
1469,@RationalEtienne Ok fine 🤣🤣,1278881545600872448,elonmusk,Elon Musk,900,25,2020-07-03 02:41:35,Twitter for iPhone,,1,positive
1470,@Khendinberg @hampgirl87 @ianbremmer @geekwire Exactly,1278866787942240256,elonmusk,Elon Musk,573,18,2020-07-03 01:42:57,Twitter for iPhone,,1,positive
1471,@ID_AA_Carmack Yes,1278841008944549889,elonmusk,Elon Musk,1675,56,2020-07-03 00:00:30,Twitter for iPhone,,0,neutral
1472,Thanks Tesla owners &amp; investors! Love you!! We will work super hard to earn your trust &amp; support. https://t.co/6mgcmlLTsA,1278782112074735617,elonmusk,Elon Musk,43161,2782,2020-07-02 20:06:28,Twitter for iPhone,,1,positive
1473,@CARandDRIVER Thank goodness! Front license plates make my eyes bleed.,1278778186571091974,elonmusk,Elon Musk,17038,880,2020-07-02 19:50:52,Twitter for iPhone,,0,neutral
1474,"RT @Commercial_Crew: Just over a month ago, @AstroBehnken &amp; @Astro_Doug launched to the @Space_Station aboard @SpaceX's Crew Dragon.

This…",1278777727017943040,elonmusk,Elon Musk,0,1524,2020-07-02 19:49:03,Twitter for iPhone,,0,neutral
1475,@SamTalksTesla Not bad,1278771878824488961,elonmusk,Elon Musk,10460,160,2020-07-02 19:25:49,Twitter for iPhone,,1,positive
1476,@GerberKawasaki But sooo satisfying,1278768382804996096,elonmusk,Elon Musk,9151,218,2020-07-02 19:11:55,Twitter for iPhone,,1,positive
1477,"SEC, three letter acronym, middle word is Elon’s",1278764736876773383,elonmusk,Elon Musk,109315,10070,2020-07-02 18:57:26,Twitter for iPhone,,-1,negative
1478,Will send some to the Shortseller Enrichment Commission to comfort them through these difficult times,1278762916326649863,elonmusk,Elon Musk,39002,1814,2020-07-02 18:50:12,Twitter for iPhone,,-1,negative
1479,@karee70091349 Should have a free trade agreement with US. No tariffs at all either way.,1278762482841137153,elonmusk,Elon Musk,6085,261,2020-07-02 18:48:28,Twitter for iPhone,,1,positive
1480,@RationalEtienne I worried we won’t be taken seriously if our short shorts have flames 🤣🤣,1278761578112995328,elonmusk,Elon Musk,7862,211,2020-07-02 18:44:53,Twitter for iPhone,,-1,negative
1481,@Leroyspankin He wore them well. No denying it.,1278761004969705472,elonmusk,Elon Musk,2171,30,2020-07-02 18:42:36,Twitter for iPhone,,0,neutral
1482,@Partyp74 Busted! I secretly ♥️ short shorts.,1278760930596270085,elonmusk,Elon Musk,19652,507,2020-07-02 18:42:18,Twitter for iPhone,,0,neutral
1483,Tesla will make fabulous short shorts in radiant red satin with gold trim,1278760548188983296,elonmusk,Elon Musk,170469,11121,2020-07-02 18:40:47,Twitter for iPhone,,1,positive
1484,@terribletrader_ Great interview 🤣🤣,1278759204032053248,elonmusk,Elon Musk,1264,68,2020-07-02 18:35:27,Twitter for iPhone,,1,positive
1485,@907XCP @WSBConsensus Yes,1278758342505181186,elonmusk,Elon Musk,865,26,2020-07-02 18:32:01,Twitter for iPhone,,0,neutral
1486,@WSBConsensus Sellers of medium height or above are fine,1278758036937605120,elonmusk,Elon Musk,2159,103,2020-07-02 18:30:48,Twitter for iPhone,,1,positive
1487,@mantovannni Those dang budgie smugglers!!,1278757695621914625,elonmusk,Elon Musk,3129,63,2020-07-02 18:29:27,Twitter for iPhone,,0,neutral
1488,Who wears short shorts? 🤣🤣,1278756565160468481,elonmusk,Elon Musk,264617,13532,2020-07-02 18:24:57,Twitter for iPhone,,0,neutral
1489,@flcnhvy @eugenelee3 @Teslarati Great song 🤣🤣,1278756091191595011,elonmusk,Elon Musk,949,30,2020-07-02 18:23:04,Twitter for iPhone,,1,positive
1490,@pcgamer Awesome!!,1278748362905436162,elonmusk,Elon Musk,6359,202,2020-07-02 17:52:22,Twitter for iPhone,,1,positive
1491,@JBNielsen1985 @angie_rasmussen @hot_rod_co Thank you. Angie …,1278744561456762884,elonmusk,Elon Musk,610,18,2020-07-02 17:37:16,Twitter for iPhone,,0,neutral
1492,@angie_rasmussen @hot_rod_co bs https://t.co/1kOQeH5mvF,1278744138524098560,elonmusk,Elon Musk,709,75,2020-07-02 17:35:35,Twitter for iPhone,,0,neutral
1493,"@angie_rasmussen @hot_rod_co You cherry-picked one state out of fifty, which saw a minor uptick. Show the whole country.",1278740961896681473,elonmusk,Elon Musk,470,28,2020-07-02 17:22:57,Twitter for iPhone,,1,positive
1494,@eugenelee3 @Teslarati I tried to warn them … 😢,1278737385052942336,elonmusk,Elon Musk,1999,144,2020-07-02 17:08:45,Twitter for iPhone,,0,neutral
1495,@PPathole @tlowdon @daniellevitt22 Yup,1278737039517769728,elonmusk,Elon Musk,495,26,2020-07-02 17:07:22,Twitter for iPhone,,0,neutral
1496,"RT @Teslarati: Tesla crushes Wall Street’s Q2 estimates with over 90k deliveries $TSLA
https://t.co/zSBqpFaSjS",1278736773820997632,elonmusk,Elon Musk,0,1051,2020-07-02 17:06:19,Twitter for iPhone,,0,neutral
1497,"@hot_rod_co Something’s messed up about medicine that’s anti-science. In science, you question everyone, no matter… https://t.co/sEPc7yuNuO",1278736243199807490,elonmusk,Elon Musk,7995,1379,2020-07-02 17:04:12,Twitter for iPhone,,0,neutral
1498,@hot_rod_co @angie_rasmussen Here’s one: https://t.co/9ujxCClFCg,1278732624152932352,elonmusk,Elon Musk,659,55,2020-07-02 16:49:49,Twitter for iPhone,,0,neutral
1499,"@hot_rod_co @angie_rasmussen Yes, Angela, please show us the graphs/data that prove your point",1278732123290112001,elonmusk,Elon Musk,619,27,2020-07-02 16:47:50,Twitter for iPhone,,0,neutral
1500,"@WilliamShatner @VitalikButerin @ethereum @mattereum I’m not building anything on ethereum. Not for or against it,… https://t.co/Rf2jiU6Ud4",1278730873999949824,elonmusk,Elon Musk,1811,192,2020-07-02 16:42:52,Twitter for iPhone,,0,neutral
1501,@truth_tesla @bipulh Lithium is common. Hard part is turning lithium salt or clay into extremely pure LiOH.,1278726408966152192,elonmusk,Elon Musk,1024,77,2020-07-02 16:25:08,Twitter for iPhone,,-1,negative
1502,"@Kristennetten @SamTalksTesla @tlowdon @daniellevitt22 Yes, at Tesla Grohmann",1278579417967665152,elonmusk,Elon Musk,1049,49,2020-07-02 06:41:02,Twitter for iPhone,,0,neutral
1503,"@SamTalksTesla @tlowdon @daniellevitt22 Tesla, as a side project, is building RNA microfactories for CureVac &amp; possibly others",1278578543044300805,elonmusk,Elon Musk,1935,306,2020-07-02 06:37:34,Twitter for iPhone,,0,neutral
1504,"@SamTalksTesla @tlowdon @daniellevitt22 In principle, I think synthetic RNA (and DNA) has amazing potential. This b… https://t.co/Oj0dWhJXQN",1278578271731568641,elonmusk,Elon Musk,1488,181,2020-07-02 06:36:29,Twitter for iPhone,,1,positive
1505,"@tlowdon @daniellevitt22 As you’d expect, this has resulted in a proportionately very high number of C19 false posi… https://t.co/xqeaqSW34L",1278570836983795712,elonmusk,Elon Musk,5458,621,2020-07-02 06:06:56,Twitter for iPhone,,-1,negative
1506,@EthicalSkeptic Seems fishy,1278569068107268096,elonmusk,Elon Musk,7306,432,2020-07-02 05:59:55,Twitter for iPhone,,0,neutral
1507,@Louisbotelho17 @romanhistory1 @HardcoreHistory 🤣🤣 very true,1278539997679935488,elonmusk,Elon Musk,511,17,2020-07-02 04:04:24,Twitter for iPhone,,1,positive
1508,@TeslaOwnersEBay @WholeMarsBlog @romanhistory1 @HardcoreHistory A lot of functionality will happen all at once when… https://t.co/BAoA5TpB9b,1278539278356791298,elonmusk,Elon Musk,1392,156,2020-07-02 04:01:32,Twitter for iPhone,,0,neutral
1509,@WholeMarsBlog @romanhistory1 @HardcoreHistory Going well. Team is kicking ass &amp; it’s an honor to work with them. P… https://t.co/EcT67KaDVL,1278537592569462784,elonmusk,Elon Musk,1193,126,2020-07-02 03:54:50,Twitter for iPhone,,0,neutral
1510,@romanhistory1 @HardcoreHistory Crassus was a dick,1278490736992944128,elonmusk,Elon Musk,2164,101,2020-07-02 00:48:39,Twitter for iPhone,,0,neutral
1511,@kanyewest Haha awesome 🤣🤣,1278456795527348224,elonmusk,Elon Musk,85273,1742,2020-07-01 22:33:47,Twitter for iPhone,,1,positive
1512,@ModernNotoriety @kanyewest Hell of a decade,1278454180785651713,elonmusk,Elon Musk,42924,971,2020-07-01 22:23:23,Twitter for iPhone,,0,neutral
1513,@mojosusan @GovStitt @Tesla I love Texas! Starship production complex is in Boca Chica &amp; SpaceX engine development… https://t.co/qR4QbbT87X,1278453977437388804,elonmusk,Elon Musk,1711,86,2020-07-01 22:22:35,Twitter for iPhone,,1,positive
1514,@RenataKonkoly @bipulh Aiming for 10km with lots of turns to better approximate a real-world tunnel,1278453352163086338,elonmusk,Elon Musk,1099,56,2020-07-01 22:20:06,Twitter for iPhone,,1,positive
1515,"@PicklePunchD @RenataKonkoly @bipulh You just have to be a shareholder. There is limited space, so sign up fast whe… https://t.co/e1GKIht2Hw",1278453008435679233,elonmusk,Elon Musk,949,65,2020-07-01 22:18:44,Twitter for iPhone,,1,positive
1516,"@GovStitt @Tesla Wow, I’ve never seen this level of support! Out of respect, seems like I should at least visit.",1278451464562753537,elonmusk,Elon Musk,12546,507,2020-07-01 22:12:36,Twitter for iPhone,,-1,negative
1517,@RenataKonkoly @bipulh We need to finish building a much longer vacuum tunnel for speed tests &amp; probably have an ad… https://t.co/nvLMB3Ucww,1278451164175044612,elonmusk,Elon Musk,1278,64,2020-07-01 22:11:24,Twitter for iPhone,,1,positive
1518,"@bipulh All questions will be answered on Battery Day, Sept 15th. Will be webcast, although there is much to see in person.",1278427738383290368,elonmusk,Elon Musk,3077,203,2020-07-01 20:38:19,Twitter for iPhone,,1,positive
1519,Tesla Impact Report (repost). We do everything humanly possible to source materials &amp; produce sustainable energy ca… https://t.co/Ocymz4JM7D,1278410698574499841,elonmusk,Elon Musk,28247,2757,2020-07-01 19:30:36,Twitter for iPhone,,0,neutral
1520,"@PPathole @BBCScienceNews Things often don’t translate from mice to humans, but that’s promising",1278301510124920833,elonmusk,Elon Musk,1198,41,2020-07-01 12:16:44,Twitter for iPhone,,1,positive
1521,@BBCScienceNews Likely true,1278297171650121728,elonmusk,Elon Musk,16239,572,2020-07-01 11:59:29,Twitter for iPhone,,1,positive
1522,@Tasmaniac83 Yes,1278174268833087488,elonmusk,Elon Musk,2331,66,2020-07-01 03:51:07,Twitter for iPhone,,0,neutral
1523,@kaepora Starlink will provide global coverage,1278173641553989632,elonmusk,Elon Musk,2128,152,2020-07-01 03:48:38,Twitter for iPhone,,0,neutral
1524,@TeslaGong @EvaFoxU Worth discussing at annual shareholders meeting,1278172605477007360,elonmusk,Elon Musk,2608,129,2020-07-01 03:44:31,Twitter for iPhone,,1,positive
1525,@EvaFoxU Party on …,1278171831388774402,elonmusk,Elon Musk,26491,673,2020-07-01 03:41:26,Twitter for iPhone,,0,neutral
1526,@kyle_papili Fixing,1278170082661801984,elonmusk,Elon Musk,3364,91,2020-07-01 03:34:29,Twitter for iPhone,,0,neutral
1527,@RationalEtienne @TimothyBuffett @WhatsupFranks @kimbal Extremely big difference between died because of or died wi… https://t.co/JdHczVtf9H,1278086289749925889,elonmusk,Elon Musk,1348,142,2020-06-30 22:01:31,Twitter for iPhone,,0,neutral
1528,Your GPS just got slightly better https://t.co/XsblUsiNXU,1278085116338884608,elonmusk,Elon Musk,164548,12710,2020-06-30 21:56:52,Twitter for iPhone,,1,positive
1529,@justin_hart @BrittMayJasper This bill needs to be revoked. It gives absurd power to county bureaucrats.,1278079683670786053,elonmusk,Elon Musk,3720,366,2020-06-30 21:35:16,Twitter for iPhone,,-1,negative
1530,"@CosmicNinjaGoat @WhatsupFranks @kimbal If accurate, this would explain a lot",1278077447007809536,elonmusk,Elon Musk,495,17,2020-06-30 21:26:23,Twitter for iPhone,,1,positive
1531,@WhatsupFranks @kimbal Levitt is right,1278068616680935425,elonmusk,Elon Musk,888,86,2020-06-30 20:51:18,Twitter for iPhone,,1,positive
1532,@kimbal There are a lot of C19 false positives messing up the numbers. Even tests with 5% false positive rate (in *… https://t.co/QR2YqLtdyl,1278067411309166597,elonmusk,Elon Musk,10325,1438,2020-06-30 20:46:30,Twitter for iPhone,,-1,negative
1533,RT @SpaceX: Falcon 9’s first stage has landed on the Just Read the Instructions droneship! https://t.co/5zYhTFDUsM,1278065315826540550,elonmusk,Elon Musk,0,3013,2020-06-30 20:38:11,Twitter for iPhone,,1,positive
1534,RT @SpaceX: Liftoff! https://t.co/E2xaQQNw1w,1278065280791568384,elonmusk,Elon Musk,0,6892,2020-06-30 20:38:02,Twitter for iPhone,,0,neutral
1535,RT @teslaownersSV: The tesla supercharger provides an ecosystem and network of amazing travel and shopping opportunities. I plan a lot of t…,1277803781984575488,elonmusk,Elon Musk,0,850,2020-06-30 03:18:56,Twitter for iPhone,,1,positive
1536,@BerniceKing @jack @MichaelDTubbs @AndrewYang Very much agree,1277792629044936705,elonmusk,Elon Musk,11442,635,2020-06-30 02:34:37,Twitter for iPhone,,1,positive
1537,@28delayslater @geekwire Good hygiene always makes sense,1277785490184429569,elonmusk,Elon Musk,1924,96,2020-06-30 02:06:15,Twitter for iPhone,,1,positive
1538,@ChrisDungeon True,1277750437207212033,elonmusk,Elon Musk,17417,456,2020-06-29 23:46:58,Twitter for iPhone,,1,positive
1539,@Garrett_Watts @_TomCross_ @Tesla @Petersen_Museum Cybertruck does feel like cgi irl,1277517647551188996,elonmusk,Elon Musk,3007,80,2020-06-29 08:21:56,Twitter for iPhone,,0,neutral
1540,@geekwire https://t.co/mLh6baqfeT,1277508643773022208,elonmusk,Elon Musk,1829,193,2020-06-29 07:46:10,Twitter for iPhone,,0,neutral
1541,"@geekwire There are a ridiculous number of false positive C19 tests, in some cases ~50%. False positives scale line… https://t.co/vs6DrPgAim",1277507826529660928,elonmusk,Elon Musk,25549,6091,2020-06-29 07:42:55,Twitter for iPhone,,-1,negative
1542,"Btw, Tesla actually receives *least* subsidies of any automaker in US. Federal tax credit applies to other automake… https://t.co/elFfFU35MD",1277386215382110211,elonmusk,Elon Musk,17819,997,2020-06-28 23:39:41,Twitter for iPhone,,-1,negative
1543,Great Model Y review by @jayleno https://t.co/DzsZ7eugWp,1277385215657177088,elonmusk,Elon Musk,16129,1007,2020-06-28 23:35:42,Twitter for iPhone,,1,positive
1544,@neiltyson Dogs rock,1277382781308268545,elonmusk,Elon Musk,44786,1953,2020-06-28 23:26:02,Twitter for iPhone,,0,neutral
1545,"RT @_TomCross_: Cybertruck inside Petersen Automotive Museum.
#tesla #Cybertruck https://t.co/2XaZoM40Ve",1277360027607556096,elonmusk,Elon Musk,0,1216,2020-06-28 21:55:37,Twitter for iPhone,,0,neutral
1546,69 days after 4/20 again haha,1277359833721655302,elonmusk,Elon Musk,541046,56421,2020-06-28 21:54:51,Twitter for iPhone,,1,positive
1547,"@GerberKawasaki @barronsonline Physics favors electric transport, batteries for stationary storage &amp; solar/wind for energy generation",1276959792876011520,elonmusk,Elon Musk,7301,501,2020-06-27 19:25:14,Twitter for iPhone,,0,neutral
1548,@BLKMDL3 Major Supercharger increases are underway for the greater LA area,1276957305842528256,elonmusk,Elon Musk,16316,341,2020-06-27 19:15:21,Twitter for iPhone,,1,positive
1549,@CathieDWood For sure,1276747755914842112,elonmusk,Elon Musk,2801,100,2020-06-27 05:22:40,Twitter for iPhone,,1,positive
1550,"@slashdot @lexfridman @Twitter @verified Verified should be far more widespread, simply that someone is who they claim to be",1276738326804873217,elonmusk,Elon Musk,3570,174,2020-06-27 04:45:12,Twitter for iPhone,,1,positive
1551,@waitbutwhy It’s a tough one. That’s why we should expand the scope &amp; scale of consciousness — to understand the nature of the Universe.,1276716075422367746,elonmusk,Elon Musk,13052,801,2020-06-27 03:16:47,Twitter for iPhone,,-1,negative
1552,@SamTalksTesla Jay is awesome,1276616756291747840,elonmusk,Elon Musk,3750,93,2020-06-26 20:42:07,Twitter for iPhone,,1,positive
1553,@flcnhvy @Teslarati Absolutely!,1276594202709655552,elonmusk,Elon Musk,1778,40,2020-06-26 19:12:30,Twitter for iPhone,,1,positive
1554,@Teslarati Giga Berlin is gonna rock!,1276592584450703360,elonmusk,Elon Musk,7482,310,2020-06-26 19:06:04,Twitter for iPhone,,0,neutral
1555,.@JeffBezos is a copy 🐈 haha https://t.co/plR7uupqBG,1276568125060689924,elonmusk,Elon Musk,246436,26560,2020-06-26 17:28:53,Twitter for iPhone,,1,positive
1556,@SciGuySpace It’s close though 😅,1276567624831262720,elonmusk,Elon Musk,6287,99,2020-06-26 17:26:53,Twitter for iPhone,,0,neutral
1557,"@Space_Mog This makes no sense for many other reasons too. They don’t actually have spectrum priority, they have sh… https://t.co/XPTQMyTiu9",1276566880161984513,elonmusk,Elon Musk,1214,70,2020-06-26 17:23:56,Twitter for iPhone,,1,positive
1558,@vincent13031925 @TeslaRoadTrip Glad you like it!,1276566170519269381,elonmusk,Elon Musk,3956,65,2020-06-26 17:21:07,Twitter for iPhone,,1,positive
1559,@TheBabylonBee @Vagn_Henning Great idea,1276458401581527040,elonmusk,Elon Musk,8170,219,2020-06-26 10:12:53,Twitter for iPhone,,1,positive
1560,"Who controls the memes,
controls the Universe",1276418907968925696,elonmusk,Elon Musk,751736,121049,2020-06-26 07:35:57,Twitter for iPhone,,0,neutral
1561,https://t.co/e9dPKVSjjl,1276396101872922625,elonmusk,Elon Musk,873880,136980,2020-06-26 06:05:19,Twitter for iPhone,,0,neutral
1562,@its_menieb 🤣🤣,1276395869458161664,elonmusk,Elon Musk,13318,140,2020-06-26 06:04:24,Twitter for iPhone,,0,neutral
1563,Literally,1276395693687500800,elonmusk,Elon Musk,85279,1787,2020-06-26 06:03:42,Twitter for iPhone,,0,neutral
1564,Only a matter of time before someone steals a Tesla while playing GTA on a Tesla,1276394253707440131,elonmusk,Elon Musk,369149,32946,2020-06-26 05:57:58,Twitter for iPhone,,0,neutral
1565,"@teslaownersSV Very meta, but yes",1276388132728922112,elonmusk,Elon Musk,2079,70,2020-06-26 05:33:39,Twitter for iPhone,,1,positive
1566,@hentesla True,1276387924607553536,elonmusk,Elon Musk,654,18,2020-06-26 05:32:50,Twitter for iPhone,,1,positive
1567,@BLKMDL3 Coming soon,1276387190629527553,elonmusk,Elon Musk,1378,38,2020-06-26 05:29:55,Twitter for iPhone,,0,neutral
1568,North American Supercharger usage tracking to exceed pre covid highs in 2 to 3 weeks. Lot of noise out there. This… https://t.co/wdHyh6EOLs,1276385991616389121,elonmusk,Elon Musk,20354,1318,2020-06-26 05:25:09,Twitter for iPhone,,0,neutral
1569,@CybertruckN I think we could make that work,1276362500850675712,elonmusk,Elon Musk,2312,129,2020-06-26 03:51:48,Twitter for iPhone,,0,neutral
1570,@lulusdave @Tesla Glad you’re ok,1276289243443126272,elonmusk,Elon Musk,1796,43,2020-06-25 23:00:42,Twitter for iPhone,,1,positive
1571,RT @GerberKawasaki: First thoughts driving my new Tesla model Y. Review and discussion of what I learned at Tesla today and outlook for the…,1276284502290034688,elonmusk,Elon Musk,0,705,2020-06-25 22:41:52,Twitter for iPhone,,1,positive
1572,@flcnhvy @Ford Exactly! A carbon tax is needed to correct the unpriced externality &amp; market will do the rest. The c… https://t.co/6z6GDKLK7F,1276221517932552192,elonmusk,Elon Musk,4243,418,2020-06-25 18:31:35,Twitter for iPhone,,1,positive
1573,@blue_bnd @TomAbbotDavies1 @Tesla @thirdrowtesla @teslaownersSV @TeslaPodcast @TeslaOwnersWW @TeslaOwnersUK @Model3Owners Looks pretty cool,1276219492591300613,elonmusk,Elon Musk,11650,266,2020-06-25 18:23:32,Twitter for iPhone,,1,positive
1574,@Ford Could be slightly faster,1276215639829475328,elonmusk,Elon Musk,57631,2973,2020-06-25 18:08:14,Twitter for iPhone,,-1,negative
1575,Two Starship tanks in the midbay https://t.co/QJ2V882WOC,1276058326954938368,elonmusk,Elon Musk,156119,7728,2020-06-25 07:43:07,Twitter for iPhone,,0,neutral
1576,@Erdayastronaut Ok,1275994791096905728,elonmusk,Elon Musk,2432,51,2020-06-25 03:30:39,Twitter for iPhone,,1,positive
1577,Special thanks to Tesla trucking &amp; rail partners for figuratively &amp; literally going the extra mile,1275986553060220929,elonmusk,Elon Musk,32526,621,2020-06-25 02:57:55,Twitter for iPhone,,1,positive
1578,Apologies to Tesla customers for shifting delivery dates. It’s a crazy world out there!,1275986119872573448,elonmusk,Elon Musk,84207,2186,2020-06-25 02:56:12,Twitter for iPhone,,-1,negative
1579,"RT @cleantechnica: Wall Street Journal: Tesla Model Y Offers “Fierce, Velvety” Driving Characteristics https://t.co/dGY24gCVLz",1275953657788239873,elonmusk,Elon Musk,0,578,2020-06-25 00:47:12,Twitter for iPhone,,1,positive
1580,"@Simon_Hypixel @peternowak Yes, it is designed to serve the least-served",1275929563885760514,elonmusk,Elon Musk,2592,101,2020-06-24 23:11:28,Twitter for iPhone,,-1,negative
1581,"@langdon @peternowak Yes, although Starlink works best for low population density situations",1275911356542140417,elonmusk,Elon Musk,1609,65,2020-06-24 21:59:07,Twitter for iPhone,,1,positive
1582,@peternowak Canada is a major priority for Starlink!,1275910439579205632,elonmusk,Elon Musk,21383,992,2020-06-24 21:55:28,Twitter for iPhone,,1,positive
1583,@austinbarnard45 @fael097 September sounds about right,1275892743542173696,elonmusk,Elon Musk,1641,84,2020-06-24 20:45:09,Twitter for iPhone,,1,positive
1584,@joeltelling @Kurz_Gesagt Well said by @Kurz_Gesagt,1275774659481309184,elonmusk,Elon Musk,3297,112,2020-06-24 12:55:56,Twitter for iPhone,,0,neutral
1585,"@eu_bike @TeslaLondon Takes longer to get regulatory approvals in Europe, plus way more diverse traffic signs, lights &amp; road rules",1275762954860822528,elonmusk,Elon Musk,884,37,2020-06-24 12:09:25,Twitter for iPhone,,1,positive
1586,"@PPathole Timing is uncertain, given externalities, but yes",1275747965496254464,elonmusk,Elon Musk,1072,40,2020-06-24 11:09:51,Twitter for iPhone,,0,neutral
1587,@ToscaMusk Congratulations!,1275266744735563777,elonmusk,Elon Musk,12949,177,2020-06-23 03:17:39,Twitter for iPhone,,0,neutral
1588,"@nytimes Very much disagree with this action. In my experience, these skillsets are net job creators. Visa reform m… https://t.co/Oy3WaNYFbM",1275264504725528576,elonmusk,Elon Musk,38761,2951,2020-06-23 03:08:45,Twitter for iPhone,,1,positive
1589,@ehcau Will be changed to $3k until July 1st,1275252790625923072,elonmusk,Elon Musk,903,55,2020-06-23 02:22:12,Twitter for iPhone,,0,neutral
1590,@TeslaOwnersEBay Yes,1274904736748105728,elonmusk,Elon Musk,1947,45,2020-06-22 03:19:10,Twitter for iPhone,,0,neutral
1591,@TeslaOwnersEBay Yes,1274904659598008320,elonmusk,Elon Musk,1636,42,2020-06-22 03:18:52,Twitter for iPhone,,0,neutral
1592,Tentative date for Tesla Shareholder Meeting &amp; Battery Day is Sept 15. Will include tour of cell production system.,1274902689533444097,elonmusk,Elon Musk,33630,2128,2020-06-22 03:11:02,Twitter for iPhone,,0,neutral
1593,@BLKMDL3 @jgrano305 @uhaveanygrapes @Flash_Titans Done. Now $2k via in-app purchase.,1274901827264196609,elonmusk,Elon Musk,1365,61,2020-06-22 03:07:36,Twitter for iPhone,,0,neutral
1594,Reminder that Tesla Full Self-Driving (FSD) price goes up by $1k on July 1st,1274901279475564544,elonmusk,Elon Musk,68972,2430,2020-06-22 03:05:26,Twitter for iPhone,,1,positive
1595,Enabling basic Tesla Autopilot via Tesla in-app purchase is reduced to $2k until July 1,1274901029356593152,elonmusk,Elon Musk,37906,1393,2020-06-22 03:04:26,Twitter for iPhone,,0,neutral
1596,@austinbarnard45 All patched up!,1274881655468027904,elonmusk,Elon Musk,3576,97,2020-06-22 01:47:27,Twitter for iPhone,,0,neutral
1597,"@PPathole Entirely possible. Social media is a limbic amplifier, which inherently destabilizes civilization.",1274819769577828352,elonmusk,Elon Musk,7143,727,2020-06-21 21:41:32,Twitter for iPhone,,1,positive
1598,@WBMason Ensure future of Earth &amp; extend life sustainably to other planets,1274730293891461122,elonmusk,Elon Musk,4751,263,2020-06-21 15:46:00,Twitter for iPhone,,-1,negative
1599,@vincent13031925 @flcnhvy @MKBHD Probably early Q4,1274727355575971840,elonmusk,Elon Musk,1279,49,2020-06-21 15:34:19,Twitter for iPhone,,1,positive
1600,2019 seems so quaint &amp; long ago https://t.co/xfdfcbr0DS,1274725581741944832,elonmusk,Elon Musk,182927,14462,2020-06-21 15:27:16,Twitter for iPhone,,-1,negative
1601,@JacobElliotC There are no signs of intelligent life,1274627094039785473,elonmusk,Elon Musk,1385,53,2020-06-21 08:55:55,Twitter for iPhone,,1,positive
